asin,category,rating,review_title,body_en,sentiment_weak,manual_label
B0F3KWZQ61,kitchen knife set,5,Worth the price,"Be careful, these knives are very sharp! Expensive, but worth it!",positive,positive
B0FRMS6KF3,gaming chair,5,Wow! Best gamer chair!,"This slim and efficient computer chair is exactly what I needed. Feels great and keeps you focused at your desk like a good gamer chair should. The lay back feature is almost good enough to take a nap in, seriously I almost fell asleep! When locked in at the normal height it gets work done better than those bigger CEO chairs, by far better. The only drawback is you can't really rock back on it. Instead you can go back and lock that in but once locked you lose the rocking feature. Not a huge drawback but my old chair rocked and I kinda liked that feature. I love the colors and the little extra lumbar supports it comes with. Overall a very solid chair and built to last. It also fits next to my computer better than my last chair so I have to give it high parise for that. You really can't go wrong at this price, my last chair cost 3x more and it didn't last more than a few years before the seat wear down to nothing, this chair is built to last longer I can already tell.",positive,positive
B011HMDZ0Q,gaming mouse,5,Gaming mouse,"Like it, works great and very comfortable",positive,positive
B0C8JZ57R1,notebook journal,5,Very good qaulity - I am impres,"This hardcover note book I am very impresse over it. It realy nice, also came safe in a box - but also wrapped up itself. There not 1 but 3 markers ( fabric in 3 colours ) to mark pages or so. Also the traditionel band to hold around / close book and the pen holder, which is a big favorite and I love with theses kind of books. The pen is easy to put in, so it not getting "" away "" or found a place to keep it etc. I really love this book, that twice as big in pages, then I normally buy. But I love this book where it higher quality and good pages. I bough one with liniert pages. The pages on my photo may seen alittle yellow, but they are really white and I am kind of blow away by how great this note book is. I can only recomment this product and dealer - I really love this notebook big time",positive,positive
B0995MYSRN,sunglasses,4,Great price for what you get,"Good prcie, fit nice, take quite some time to loosen the arms. But great for the price. Cons- fragile, one lens popped out easy, another got accidentally sat on and broke arm off.",positive,neutral
B00N4ZHPZ6,yamaha acoustic guitar,5,Guitare,"2 models of capo, one silver and the other black, great 👍",positive,positive
B0799C1ZCG,t-shirt,5,"Great quality, not thin material at all.","Great quality, not thin material at all.",positive,positive
B008I2IKI6,electric toothbrush,5,Top quality,"Excellent product, very difficult to find the same Model. I would recommend it anyday, if available make sure to buy it with some extra brush heads.",positive,positive
B0F991PB6N,sneakers,4,Runs big,"I originally bought these shoes in a size 6.5 because that’s my shoe size, but these run a little big, so, I returned them and bought a size 6 and they fit perfectly. I love how lightweight they are, the quality and durability is better than I expected. Worth the money! Not to mention they are very stylish.",positive,positive
B0DB4W8FB1,kitchen knife set,5,Ottimo,They are nice knives. I like them a lot,positive,positive
B09G1TPWBQ,backpack,5,Great product.,This a very sturdy long lasting backpack. I have recommended to others who have indeed purchased it with no complaints. Thank you,positive,positive
B0D9849WQD,candle,5,Bien,Très jolie,positive,positive
B0FXX4Q21N,kitchen knife set,5,Love these,They are super sharp@ Love the built in sharpener,positive,positive
B0CR6BWHQN,coffee maker,5,Simple Yet Stylish,"Was a bit hesitant to buy this one; mixed reviews but I took a gamble. I have not had it very long, but so far I am quite pleased with it. Makes a great cup of coffee. Read your instruction manual before using and abide by it. Three brew settings on the knob: mild, medium, strong. While it's brewing the blue light ring pulsates, then solid blue light when it is finished brewing. Love the color and the style. I also like the fact there is no clock on it so one less thing to reset after a power outage. Simple on/off and nothing to program. Exactly what I wanted.",positive,positive
B0FN3JSVNZ,gaming chair,5,Very Comfy and Holding Up Great,"I ordered this chair on August 6th, and after a little over two weeks of regular use, I absolutely love it. It is much more comfortable than my previous chair, which I had been using for years, and I can sit in it for long periods without feeling uncomfortable. I also haven't noticed any degradation in the cushioning, materials, or overall comfort so far, which is a great sign. The only downside I had was the assembly. There wasn't really a clear manual included with the chair, so figuring out exactly how everything was supposed to go together was a little confusing. I had to rely on YouTube videos to figure out some of the assembly, and finding a useful video was a bit of a hassle. Once I figured everything out though, the chair went together fine. Overall, I am very happy with the chair. It has been a major comfort upgrade from my previous chair and after a little over two weeks of use, it still feels just as good as when I first put it together.",positive,positive
B0CQ3ZGKP3,desk lamp LED,5,Práctico y facil de llevar,"Good battery life, it does what it is and is very practical.",positive,positive
B0BXX1TJC8,notebook journal,5,Very Beautiful Journal.,"Very beautiful journal. Not too big, not to small. Quality product. The pages a ivory color which is nice. Antique feel! lined, and other information on the page such as images of weather (sunny, rainy, etc.) and day of the week notations (Mon, Tue, etc) will help in your not having to describe those things. I look forward to writing in it. I have never journaled before.",positive,positive
B009OGG8FW,sunglasses,5,Great sunglasses,"I HATE bad optics. Looking through cheap sunglasses drives me insane. I have tried many brands over the years but always seem to return to Ray-Ban for the lens color. Turns out they have it patented. For me the only other brand that even comes close is Randolph aviation products. I am very happy with the Ray-Bans. They fit nicely in my full face helmet and the lower wire frame does not occlude my vision, very important on a motorbike. As cool as they look I have not been attacked by any women yet. This is a fault of my not looking like Brad Pitt.",positive,positive
B0DFZG4CR3,kitchen knife set,5,Good Quality Knife Set!,"I’m really impressed with this knife set for the price! The knives are sharp, work really well for everyday cooking, and the block itself is so aesthetically pleasing sitting on my counter. It has a much more expensive look without the expensive price tag. Definitely a great option if you want a nice-looking knife set that gets the job done without spending a ton.",positive,positive
B0CRQX9R5H,desk lamp LED,4,Great product but suddenly waaaaaaaay to pricey.,Great product. Had it a year and it's been solid and a great light. Would definitely recommend. I was about to buy it again but it's double the price now. Shame.,positive,positive
B0CNZS9RRB,desk lamp LED,5,Good buy,As described. Perfect for student.,positive,positive
B0C1Z48WKW,notebook journal,4,"Good quality, minor nitpicks","Four stars because it's almost perfect. One star removed because of unnecessary branding with the ugly nonsense word ""feela"" inside the front cover on the first (blank) page, and the thread binding seems a bit weak and is already frayed up on the bottom end. However, the paper is of decent quality, absorbs ink well and doesn't show through the pages very much (I have a very heavy ink pen, a lighter ballpoint probably wouldn't show much at all). I'd prefer thinner line ruling and for the branding to be removed, but that's it. Otherwise a good notebook and I would purchase again.",positive,positive
B0767PWDQ4,t-shirt,5,Great crafting T-shirts,"I originally bought this shirt in a medium, but it ran way too big. I sized down to an extra‑small, and that fit perfectly with room to move. These are simple cotton T‑shirts at a great price, and the colors are true to what’s advertised. I’ve used vinyl decalon them and the adhesive holds really well. I do wish the material were a bit softer, but for the price, it’s hard to complain. I did wash them and so far no shrinkage. They also didn’t bleed dye onto any other clothing.",positive,positive
B0FB349R8G,phone stand,5,Big recommend,Really sturdy and easy to adjust. Does its job. It was really useful when I used it for my sibling’s band performance.,positive,positive
B0CW5ZVKSX,candle,5,They all have a masculine smell,"Really enjoying these. They all smell very good and look good. Nice box they come in too. Ill be buying more for sure. These are nicely made, very nice. Had one candle still burning for 2 days (looks close to going out). And my living room smells awesome!",positive,positive
B000RVYMWE,yamaha acoustic guitar,5,albin,I am very satisfied!,positive,positive
B0DXFFY4YV,phone stand,5,Great tripod for videos and photos 😍,"I really like this tripod. It's easy to use ,lightweight,and holds my phone very well. The remote control works great for taking pictures and videos from a distance. It's perfect for selfies , TikTok videos,and video calls. Good quality for the price.",positive,positive
B0DG36YPZM,water bottle,5,Great flask,Retains heat really well and doesn’t leak. Colour is very pretty too,positive,positive
